albumName,Title,Artist
Heart of Classic Rock a Collection of Best of Classic Rock,What's Your Name?,Lynyrd Skynyrd
Heart of Classic Rock a Collection of Best of Classic Rock,Beth,Kiss
Heart of Classic Rock a Collection of Best of Classic Rock,Can't You See,The Marshall Tucker Band
Heart of Classic Rock a Collection of Best of Classic Rock,Midnight Confessions,The Grass Roots
Heart of Classic Rock a Collection of Best of Classic Rock,I'll Have to Say I Love You in a Song,Jim Croce
Heart of Classic Rock a Collection of Best of Classic Rock,Love Hurts,Nazareth
Heart of Classic Rock a Collection of Best of Classic Rock,Free Bird,Lynyrd Skynyrd
Heart of Classic Rock a Collection of Best of Classic Rock,Show Me the Way,Peter Frampton
Heart of Classic Rock a Collection of Best of Classic Rock,Babe,Styx
The Teen Years,Running Bear,Johnny Preston
The Teen Years,My True Love,Jack Scott
The Teen Years,I Told Every Little Star,Linda Scott
The Teen Years,Sweet Nothin's,Brenda Lee
The Teen Years,Sorry (I Ran All the Way Home),The Impalas
The Teen Years,The Great Pretender,The Platters
The Teen Years,Little Star,The Elegants
The Teen Years,Hey Paula,Paul & Paula
The Teen Years,Venus,Frankie Avalon
The Teen Years,Put Your Head on My Shoulder,Paul Anka
The Teen Years,('Til) I Kissed You,The Everly Brothers
The Teen Years,Sheila,Tommy Roe
The Teen Years,Smoke Gets in Your Eyes,The Platters
The Teen Years,Peggy Sue,Buddy Holly
The Teen Years,Hey! Baby,Bruce Chanel
The Teen Years,April Love,Pat Boone
Heart of Classic Rock a Collection of Best of Classic Rock,You Ain't Seen Nothin Yet,Bachman-Turner Overdrive
Heart of Classic Rock a Collection of Best of Classic Rock,Some Kind of Wonderful,Grand Funk Railroad
Heart of Classic Rock a Collection of Best of Classic Rock,Time in a Bottle,Jim Croce
Heart of Classic Rock a Collection of Best of Classic Rock,Don't Go Breaking My Heart,Elton John & Kiki Dee
Heart of Classic Rock a Collection of Best of Classic Rock,Sweet Home Alabama,Lynyrd Skynyrd
Heart of Classic Rock a Collection of Best of Classic Rock,You Wear It Well,Rod Stewart
Heart of Classic Rock a Collection of Best of Classic Rock,Jackie Blue,Ozark Mountain Daredevils
Heart of Classic Rock a Collection of Best of Classic Rock,Heard It In A Love Song,Marshall Tucker Band
Heart of Classic Rock a Collection of Best of Classic Rock,Imaginary Lover,Atlanta Rhythm Section
Heart of Classic Rock a Collection of Best of Classic Rock,Nights in White Satin,The Moody Blues
Heart of Classic Rock a Collection of Best of Classic Rock,Tiny Dancer,Elton John
Heart of Classic Rock a Collection of Best of Classic Rock,"Bad Case of Loving You (Doctor, Doctor)",Robert Palmer
Heart of Classic Rock a Collection of Best of Classic Rock,I'm Not in Love,10 CC
Heart of Classic Rock a Collection of Best of Classic Rock,Fooled Around and Fell in Love,Elvin Bishop
The Teen Years,Venus in Blue Jeans,Jimmy Clanton
The Teen Years,Don't Break The Heart That Loves You,Connie Francis
The Teen Years,Teen Angel,Mark Dinning
The Teen Years,Image of a Girl,The Safaris
The Teen Years,All Alone Am I,Brenda Lee
The Teen Years,Where The Boys Are,Connie Francis
The Teen Years,Lipstick on your Collar,Connie Francis
The Teen Years,Personality,Lloyd Price 
The Teen Years,"I Want You, I Need You, I Love You",Elvis Presley
The Teen Years,(Now and Then There's) A Fool Such As I,Elvis Presley with the Jordanaires
The Teen Years,Love Me Tender,Elvis Presley
The Teen Years,Surrender,Elvis Presley
The Teen Years,Can't Help Falling in Love,Elvis Presley with the Jordanaires
The Teen Years,She's Not You,Elvis Presley
The Teen Years,Blue Moon,Elvis Presley
The Teen Years,Love Me,Elvis Presley
Heart of Classic Rock a Collection of Best of Classic Rock,More Than a Feeling,Boston
Heart of Classic Rock a Collection of Best of Classic Rock,Hold Your Head Up,Argent
Heart of Classic Rock a Collection of Best of Classic Rock,Ramblin' Man,The Allman Brothers Band
Heart of Classic Rock a Collection of Best of Classic Rock,Frankenstein,Edgar Winter Group
Heart of Classic Rock a Collection of Best of Classic Rock,Dust in the Wind,Kansas
Heart of Classic Rock a Collection of Best of Classic Rock,Don't Stop Believin',Journey
Heart of Classic Rock a Collection of Best of Classic Rock,All the Young Dudes,Mott The Hoople
Heart of Classic Rock a Collection of Best of Classic Rock,Cat Scratch Fever,Ted Nugent
Heart of Classic Rock a Collection of Best of Classic Rock,The Logical Song,Supertramp
Heart of Classic Rock a Collection of Best of Classic Rock,Rock And Roll All Nite,Kiss
Heart of Classic Rock a Collection of Best of Classic Rock,Evil Woman,Electric Light Orchestra
Heart of Classic Rock a Collection of Best of Classic Rock,Carry On Wayward Son,Kansas
Heart of Classic Rock a Collection of Best of Classic Rock,Miracles,Jefferson Starship
The Teen Years,Loving You,Elvis Presley
The Teen Years,Fame And Fortune,Elvis Presley
The Teen Years,Anyway You Want Me (That's How I Will Be),Elvis Presley
The Teen Years,I Was the One,Elvis Presley
The Teen Years,That's When Your Heartaches Begin,Elvis Presley
The Teen Years,Don't,Elvis Presley
The Teen Years,Are You Lonesome Tonight?,Elvis Presley
The Teen Years,El Paso City,Marty Robbins
The Teen Years,Running Scared,Roy Orbison
The Teen Years,It's Now or Never,Elvis Presley
The Teen Years,"Theme from ""A Summer Place""",Percy Faith and His Orchestra
The Teen Years,Greenfields,The Brothers Four
The Teen Years,There! I've Said It Again,Bobby Vinton
The Teen Years,Java,Al Hirt
Heart of Classic Rock a Collection of Best of Classic Rock,Surrender,Cheap Trick
Heart of Classic Rock a Collection of Best of Classic Rock,Wheel in the Sky,Journey
Heart of Classic Rock a Collection of Best of Classic Rock,For Your Love,The Yardbirds
Heart of Classic Rock a Collection of Best of Classic Rock,Crazy on You,Heart
Heart of Classic Rock a Collection of Best of Classic Rock,Rock 'N' Roll Fantasy,Bad Company
Heart of Classic Rock a Collection of Best of Classic Rock,School's Out,Alice Cooper
Heart of Classic Rock a Collection of Best of Classic Rock,China Grove,The Doobie Brothers
Heart of Classic Rock a Collection of Best of Classic Rock,Juke Box Hero,Foreigner
Heart of Classic Rock a Collection of Best of Classic Rock,25 or 6 to 4,Chicago
Heart of Classic Rock a Collection of Best of Classic Rock,Roundabout,Yes
Heart of Classic Rock a Collection of Best of Classic Rock,AquaLung,Jethro Tull
Heart of Classic Rock a Collection of Best of Classic Rock,"Baby, I Love Your Way",Peter Frampton
Heart of Classic Rock a Collection of Best of Classic Rock,It's So Easy,Linda Ronstadt
Heart of Classic Rock a Collection of Best of Classic Rock,Smokin' In the Boys Room,Brownsville Station
Heart of Classic Rock a Collection of Best of Classic Rock,Just What I Needed,The Cars
The Teen Years,Big Bad John,Jimmy Dean
The Teen Years,Ringo,Loren Greene
The Teen Years,We'll Sing in the Sunshine,Gale Garnett
The Teen Years,Washington Square,The Village Stompers
The Teen Years,The End of the World,Skeeter Davis
The Teen Years,Don't Sleep in the Subway,Petula Clark
The Teen Years,"Hush, Hush, Sweet Charlotte",Patti Page
The Teen Years,Maria Elena,Los Indios Tabajaros
The Teen Years,Light My Fire,Jose Feliciano
The Teen Years,Walk Right In,The Rooftop Singers
The Teen Years,Crying in the Chapel,Elvis Presley
The Teen Years,"Love Theme from ""Romeo and Juliet""",Henry Mancini
The Teen Years,Dear Heart,Andy Williams
The Teen Years,Take Five,Dave Brubeck
The Teen Years,Little Green Apples,O.C. Smith
Heart of Classic Rock a Collection of Best of Classic Rock,Listen to the Music,The Doobie Brothers
Heart of Classic Rock a Collection of Best of Classic Rock,Saturday in the Park,Chicago
Heart of Classic Rock a Collection of Best of Classic Rock,Werewolves of London,Warren Zevon
Heart of Classic Rock a Collection of Best of Classic Rock,Smoke On The Water,Deep Purple
Heart of Classic Rock a Collection of Best of Classic Rock,Almost Cut My Hair,"Crosby, Stills & Nash"
Heart of Classic Rock a Collection of Best of Classic Rock,Love Has No Pride,"Crosby, Stills & Nash with Bonnie Raitt"
Heart of Classic Rock a Collection of Best of Classic Rock,Love the One You're With,"Crosby, Stills & Nash with James Taylor"
Heart of Classic Rock a Collection of Best of Classic Rock,For Once in My Life,Stevie Wonder
Heart of Classic Rock a Collection of Best of Classic Rock,The Tracks of My Tears,Stevie Wonder with Smokey Robinson
Heart of Classic Rock a Collection of Best of Classic Rock,The Thrill Is Gone,Stevie Wonder with B.B. King
Heart of Classic Rock a Collection of Best of Classic Rock,Higher Ground/Roxanne,Stevie Wonder with Sting
Heart of Classic Rock a Collection of Best of Classic Rock,The Sounds of Silence,Simon & Garfunkel
Heart of Classic Rock a Collection of Best of Classic Rock,The Boxer,Simon & Garfunkel
Heart of Classic Rock a Collection of Best of Classic Rock,Bridge Over Troubled Water,Simon & Garfunkel
The Teen Years,This Girl Is a Woman Now,Gary Puckett & The Union Gap
The Teen Years,"Somewhere, My Love (Lara's Theme from Doctor Zhivago)",Ray Conniff and the Ray Conniff Singers
The Teen Years,Roses Are Red (My Love),Bobby Vinton
The Teen Years,My Cup Runneth Over,Ed Ames
The Teen Years,I Couldn't Live Without Your Love,Petula Clark
The Teen Years,"The Good, the Bad and the Ugly",Hugo Montenegro
The Teen Years,To Sir with Love,Lulu
The Teen Years,Midnight Mary,Joey Powers
The Teen Years,Baby (You've Got What It Takes),Brook Benton & Dinah Washington
The Teen Years,For You,Rick Nelson
The Teen Years,Sweet Dreams (Of You),Patsy Cline
The Teen Years,Funny Way of Laughing,Burl Ives
The Teen Years,Break it to Me Gently,Brenda Lee
Golden Age of Country,I Walk The Line,Johnny Cash
Heart of Classic Rock a Collection of Best of Classic Rock,Because the Night,"U2 with Bruce Springsteen, Patti Smith and Roy Bittan"
Heart of Classic Rock a Collection of Best of Classic Rock,I Still Haven't Found What I'm Looking For,U2 with Bruce Springsteen
Heart of Classic Rock a Collection of Best of Classic Rock,Gimme Shelter,"U2 with Mick Jagger, Fergie and WILL I AM"
Heart of Classic Rock a Collection of Best of Classic Rock,Beautiful Day,U2
Heart of Classic Rock a Collection of Best of Classic Rock,People Get Ready,Jeff Beck with Sting
Heart of Classic Rock a Collection of Best of Classic Rock,Let Me Love You Baby,Jeff Beck with Buddy Guy
Heart of Classic Rock a Collection of Best of Classic Rock,A Day in the Life,Jeff Beck
Heart of Classic Rock a Collection of Best of Classic Rock,For Whom the Bell Tolls,Metallica
Heart of Classic Rock a Collection of Best of Classic Rock,Enter Sandman,Metallica
Heart of Classic Rock a Collection of Best of Classic Rock,Hold On! I'm Comin/ Soul Man,Bruce Springsteen & The E Street Band w/ Sam Moore
Heart of Classic Rock a Collection of Best of Classic Rock,Fortunate Son,Bruce Springsteen & The E Street Band with John Fogerty
Heart of Classic Rock a Collection of Best of Classic Rock,"Oh, Pretty Woman",Bruce Springsteen & The E Street Band with John Fogerty
The Teen Years,"Green, Green Grass of Home",Tom Jones
The Teen Years,Our Day Will Come,Ruby and the Romantics
The Teen Years,At Last,Etta James
The Teen Years,"The ""In"" Crowd",Ramsey Lewis Trio
The Teen Years,Together,Connie Francis
The Teen Years,Still,Bill Anderson
The Teen Years,The Wedding,Julie Rogers
The Teen Years,You Don't Have to Be a Baby to Cry,The Caravelles
The Teen Years,I'll Never Smile Again,The Platters
The Teen Years,One Has My Name (The Other Has My Heart),Barry Young
The Teen Years,Engine Engine #9,Roger Miller
The Teen Years,Am I That Easy to Forget,Engelbert Humperdinck
The Teen Years,Kiddio,Brook Benton
The Teen Years,I Want to Be Wanted (Per Tutta La Vita),Brenda Lee
Golden Age of Country,Crazy,Patsy Cline
Golden Age of Country,El Paso City,Marty Robbins
Golden Age of Country,Stand by Your Man,Tammy Wynette
Golden Age of Country,"Hey, Good Lookin'",Hank Williams
Golden Age of Country,Okie from Muskogee,Merle Haggard
Golden Age of Country,Crazy Arms,Ray Price
Golden Age of Country,Waltz across Texas,Ernest Tubb
Golden Age of Country,Galveston,Glen Campbell
Golden Age of Country,Mama Tried,Merle Haggard
Golden Age of Country,"Hey, Good Lookin'",Hank Williams
Golden Age of Country,You Ain't Woman Enough,Loretta Lynn
Golden Age of Country,A Week in a County Jail,Tom T. Hall
Golden Age of Country,White Lightning,George Jones
Golden Age of Country,Walk On By,Leroy Van Dyke
Golden Age of Country,Waltz across Texas,Ernest Tubb
Heart of Classic Rock a Collection of Best of Classic Rock,A Fine Fine Boy,Bruce Springsteen & The E Street Band with Darlene Love
Heart of Classic Rock a Collection of Best of Classic Rock,New York State of Mind,Bruce Springsteen & The E Street Band
Heart of Classic Rock a Collection of Best of Classic Rock,Born to Run,Bruce Springsteen & The E Street Band with Billy Joel
Heart of Classic Rock a Collection of Best of Classic Rock,Your Love Keeps Lifting Me Higher and Higher,"Bruce Springsteen & The E Street Band with Darlene Love, John Fogerty, Sam Moore, Billy Joel and Tom Morello"
Heart of Classic Rock a Collection of Best of Classic Rock,9 to 5,Dolly Parton
Heart of Classic Rock a Collection of Best of Classic Rock,I Won't Hold You Back,Toto
Heart of Classic Rock a Collection of Best of Classic Rock,Even the Nights Are Better,Air Supply
Heart of Classic Rock a Collection of Best of Classic Rock,Key Largo,Bertie Higgins
Heart of Classic Rock a Collection of Best of Classic Rock,Suddenly,Billy Ocean
Heart of Classic Rock a Collection of Best of Classic Rock,Leader of the Band,Dan Fogelberg
Heart of Classic Rock a Collection of Best of Classic Rock,Don't Make Me Wait for Love,Kenny G
Heart of Classic Rock a Collection of Best of Classic Rock,(There's) No Gettin' over Me,Ronnie Milsap
Heart of Classic Rock a Collection of Best of Classic Rock,Shake You Down,Gregory Abbott
Heart of Classic Rock a Collection of Best of Classic Rock,Do What You Do,Jermaine Jackson
The Teen Years,Ebb Tide,The Righteous Brothers
The Teen Years,Wishin' and Hopin',Dusty Springfield
The Teen Years,Come Saturday Morning,The Sandpipers
The Teen Years,Windy,Wes Montgomery
The Teen Years,The Impossible Dream,Jack Jones
The Teen Years,Diane,The Bachelors
The Teen Years,My Heart Has a Mind of its Own,Connie Francis
The Teen Years,Theme From Dr. Kildare,Richard Chamberlain
The Teen Years,Young Lovers,Paul & Paula
The Teen Years,Call Me,Chris Montez
The Teen Years,More Than a Miracle,Roger Williams
The Teen Years,Fool #1,Brenda Lee
The Teen Years,Fools Rush In,Rick Nelson
The Teen Years,Red Roses for a Blue Lady,Bert Kaempfert
Golden Age of Country,Next in Line,Conway Twitty
Golden Age of Country,King of the Road,Roger Miller
Golden Age of Country,Crazy,Patsy Cline
Golden Age of Country,Love's Gonna Live Here,Buck Owens
Golden Age of Country,Bye Bye Love,The Everly Brothers
Golden Age of Country,In the Jailhouse Now,Webb Pierce
Golden Age of Country,It Wasn't God Who Made Honky Tonk Angels,Kitty Wells
Golden Age of Country,Blue Moon of Kentucky,Bill Monroe
Golden Age of Country,Mama Sang a Song,Bill Anderson
Golden Age of Country,There Goes My Everything,Jack Greene
Golden Age of Country,Walkin' After Midnight,Patsy Cline
Golden Age of Country,There Stands the Glass,Webb Pierce
Golden Age of Country,Ballad Of A Teenage Queen,Johnny Cash
Golden Age of Country,Don't Come Home A-Drinkin',Loretta Lynn
Golden Age of Country,It's Only Make Believe,Conway Twitty
Heart of Classic Rock a Collection of Best of Classic Rock,Make Me Lose Control,Eric Carmen
Heart of Classic Rock a Collection of Best of Classic Rock,Living Inside Myself,Gino Vannelli
Heart of Classic Rock a Collection of Best of Classic Rock,Sara,Starship
Heart of Classic Rock a Collection of Best of Classic Rock,Heartbreaker,Dionne Warwick
Heart of Classic Rock a Collection of Best of Classic Rock,Morning Train (Nine to Five),Sheena Easton
Heart of Classic Rock a Collection of Best of Classic Rock,You Are My Lady,Freddie Jackson
Heart of Classic Rock a Collection of Best of Classic Rock,What's Love Got to Do with It,Tina Turner
Heart of Classic Rock a Collection of Best of Classic Rock,Crying,Don McLean
Heart of Classic Rock a Collection of Best of Classic Rock,When I'm with You,Sheriff
Heart of Classic Rock a Collection of Best of Classic Rock,Don't Fall in Love with a Dreamer,Kenny Rogers & Kim Carnes
Heart of Classic Rock a Collection of Best of Classic Rock,"Don't Worry, Be Happy",Bobby McFerrin
Heart of Classic Rock a Collection of Best of Classic Rock,True,Spandau Ballet
Heart of Classic Rock a Collection of Best of Classic Rock,Angel of the Morning,Juice Newton
Heart of Classic Rock a Collection of Best of Classic Rock,Lady,Kenny Rogers and Lionel Richie
The Teen Years,The Look of Love,Dusty Springfield
The Teen Years,The Boll Weevil Song,Brook Benton
The Teen Years,Husbands and Wives,Roger Miller
The Teen Years,The Race Is On,Jack Jones
The Teen Years,Hey There Lonely Boy,Ruby and the Romantics
The Teen Years,Talk Back Trembling Lips,Johnny Tillotson
The Teen Years,What's New Pussycat?,Tom Jones
The Teen Years,Mama,Connie Francis
The Teen Years,To Each His Own,The Platters
The Teen Years,Hey Paula,Paul & Paula
The Teen Years,She's Got You,Patsy Cline
The Teen Years,(You're My) Soul and Inspiration,The Righteous Brothers
The Teen Years,Delilah,Tom Jones
The Teen Years,Everybody Is Somebody's Fool,Connie Francis
The Teen Years,Winter World of Love,Engelbert Humperdinck
Golden Age of Country,Trouble's Back In Town,The Wilburn Brothers
Golden Age of Country,What Made Milwaukee Famous,Jerry Lee Lewis
Golden Age of Country,Lovesick Blues,Hank Williams
Golden Age of Country,Makin' Believe,Kitty Wells
Golden Age of Country,The Tennessee Waltz,Patti Page
Golden Age of Country,My Special Angel,Bobby Helms
Golden Age of Country,Tender Years,George Jones
Golden Age of Country,Still,Bill Anderson
Golden Age of Country,Three Hearts in a Triangle,Roy Drusky
Golden Age of Country,Dang Me,Roger Miller
Golden Age of Country,Rocky Top,The Osborne Brothers
Golden Age of Country,Singing the Blues,Marty Robbins
Golden Age of Country,(When You Feel Like You're in Love) Don't Just Stand There,Carl Smith
Golden Age of Country,"If You've Got the Money, I've Got the Time",Lefty Frizzell
Golden Age of Country,Four Walls,Jim Reeves
Heart of Classic Rock a Collection of Best of Classic Rock,"Tonight, I Celebrate My Love",Peabo Bryson w/ Roberta Flack
Heart of Classic Rock a Collection of Best of Classic Rock,We've Got Tonight,Kenny Rogers & Sheena Easton
Heart of Classic Rock a Collection of Best of Classic Rock,Could I Have This Dance?,Anne Murray
Heart of Classic Rock a Collection of Best of Classic Rock,Sukiyaki,A Taste Of Honey
Heart of Classic Rock a Collection of Best of Classic Rock,I Keep Forgettin' (Every Time You're Near),Michael McDonald
Heart of Classic Rock a Collection of Best of Classic Rock,Drive,The Cars
Heart of Classic Rock a Collection of Best of Classic Rock,"Baby, Come to Me",Patti Austin (A Duet with James Ingram)
Heart of Classic Rock a Collection of Best of Classic Rock,Turn Your Love Around,George Benson
Heart of Classic Rock a Collection of Best of Classic Rock,I Want to Know What Love Is,Foreigner
Heart of Classic Rock a Collection of Best of Classic Rock,How Am I Supposed To Live Without You,Laura Branigan
Heart of Classic Rock a Collection of Best of Classic Rock,We're In This Love Together,Al Jarreau
Heart of Classic Rock a Collection of Best of Classic Rock,One,Bee Gees
Heart of Classic Rock a Collection of Best of Classic Rock,Arthur's Theme (Best That You Can Do),Christopher Cross
Heart of Classic Rock a Collection of Best of Classic Rock,The Winner Takes It All,ABBA
Heart of Classic Rock a Collection of Best of Classic Rock,Giving You the Best That I Got,Anita Baker
Heart of Classic Rock a Collection of Best of Classic Rock,Just The Two Of Us,"Grover Washington, Jr. and Bill Withers "
The Teen Years,Hotel Happiness,Brook Benton
The Teen Years,Walk On By,Leroy Van Dyke
The Teen Years,Marie,The Bachelors
The Teen Years,Single Girl,Sandy Posey
The Teen Years,Losing You,Brenda Lee
The Teen Years,Lady,Jack Jones
The Teen Years,Wonderful Summer,Robin Ward
The Teen Years,Navy Blue,Dianne Renay
The Teen Years,Beans in My Ears,The Serendipity Singers
The Teen Years,Does Your Chewing Gum Lose Its Flavor,Lonnie Donnegan
The Teen Years,Shangri-La,Robert Maxwell
The Teen Years,Suspicious Minds,Elvis Presley
The Teen Years,You've Made Me So Very Happy,"Blood, Sweat and Tears"
The Teen Years,Crying,Roy Orbison
Golden Age of Country,That's All Right,Elvis Presley
Golden Age of Country,The Cattle Call,Eddy Arnold
Golden Age of Country,The Three Bells (Les Trois Cloches),The Browns
Golden Age of Country,Waterloo,Stonewall Jackson
Golden Age of Country,The End of the World,Skeeter Davis
Golden Age of Country,I Can't Stop Lovin' You,Don Gibson
Golden Age of Country,Crazy Arms,Ray Price
Golden Age of Country,I'm Moving On,Hank Snow
Golden Age of Country,The Caroll County Accident,Porter Wagoner
Golden Age of Country,The Battle Of New Orleans,Johnny Horton
Golden Age of Country,A Boy Named Sue,Johnny Cash
Golden Age of Country,My Elusive Dreams,David Houston & Tammy Wynette
Golden Age of Country,Heartaches by the Number,Ray Price
Golden Age of Country,Blue Suede Shoes,Carl Perkins
Golden Age of Country,The Last Thing on My Mind,Porter Wagoner & Dolly Parton
Heart of Classic Rock a Collection of Best of Classic Rock,Holding Back The Years,Simply Red
Heart of Classic Rock a Collection of Best of Classic Rock,Hard To Say I'm Sorry,Chicago
Heart of Classic Rock a Collection of Best of Classic Rock,I Love a Rainy Night,Eddie Rabbitt
Heart of Classic Rock a Collection of Best of Classic Rock,You're The Inspiration,Chicago
Heart of Classic Rock a Collection of Best of Classic Rock,Kokomo,The Beach Boys
Heart of Classic Rock a Collection of Best of Classic Rock,Always,Atlantic Starr
Heart of Classic Rock a Collection of Best of Classic Rock,If Ever You're In My Arms Again,Peabo Bryson
Heart of Classic Rock a Collection of Best of Classic Rock,If You Don't Know Me By Now,Simply Red
Heart of Classic Rock a Collection of Best of Classic Rock,Don't Know Much,Linda Ronstadt featuring Aaron Neville
Heart of Classic Rock a Collection of Best of Classic Rock,The Living Years,Mike + the Mechanics
Heart of Classic Rock a Collection of Best of Classic Rock,Sailing,Christopher Cross
Heart of Classic Rock a Collection of Best of Classic Rock,One More Night,Phil Collins
The Teen Years,I Want to Go with You,Eddy Arnold
The Teen Years,I Love How You Love Me,Bobby Vinton
The Teen Years,The Old Lamplighter,The Browns
The Teen Years,Flowers on the Wall,The Statler Brothers
The Teen Years,Over You,Gary Puckett & The Union Gap
The Teen Years,On the Rebound,Floyd Cramer
The Teen Years,Funny How Time Slips Away,Jimmy Elledge
The Teen Years,Have You Looked into Your Heart,Jerry Vale
The Teen Years,P.T. 109,Jimmy Dean
The Teen Years,What Will My Mary Say,Johnny Mathis
The Teen Years,The Pink Panther Theme,Henry Mancini
The Teen Years,My Coloring Book,Kitty Kallen
The Teen Years,Abilene,George Hamilton IV
The Teen Years,Don't Worry,Marty Robbins
Golden Age of Country,Once a Day,Connie Smith
Golden Age of Country,Kaw-Liga,Charlie Pride
Golden Age of Country,May the Bird of Paradise Fly up Your Nose,Little Jimmy Dickens
Golden Age of Country,Slow Poke,Pee Wee King
Golden Age of Country,This Ole House,Stuart Hamblen
Golden Age of Country,Last Date,Floyd Cramer
Golden Age of Country,Jackson,Johnny Cash and June Carter Cash
Golden Age of Country,I've Got a Tiger by the Tail,Buck Owens
Golden Age of Country,Only Daddy That'll Walk the Line,Waylon Jennings
Golden Age of Country,The Ballad of Jed Clampett,Flatt and Scruggs 
Golden Age of Country,D-I-V-O-R-C-E,Tammy Wynette
Golden Age of Country,Pop a Top,Jim Ed Brown
Golden Age of Country,Abilene,George Hamilton IV
Golden Age of Country,Heartbreak Hotel,Elvis Presley
Golden Age of Country,Pick Me Up on Your Way Down,Charlie Walker
Golden Age of Country,He'll Have to Go,Jim Reeves
Heart of Classic Rock a Collection of Best of Classic Rock,Waiting For A Girl Like You,Foreigner
Heart of Classic Rock a Collection of Best of Classic Rock,At This Moment,Billy Vera and the Beaters
Heart of Classic Rock a Collection of Best of Classic Rock,Biggest Part Of Me,Ambrosia
Heart of Classic Rock a Collection of Best of Classic Rock,More Than I Can Say,Leo Sayer
Heart of Classic Rock a Collection of Best of Classic Rock,No One Is To Blame,Howard Jones
Heart of Classic Rock a Collection of Best of Classic Rock,You and I,Eddie Rabbitt and Crystal Gayle
Heart of Classic Rock a Collection of Best of Classic Rock,Never Gonna Give You Up,Rick Astley
Heart of Classic Rock a Collection of Best of Classic Rock,How 'Bout Us,Champaign
Heart of Classic Rock a Collection of Best of Classic Rock,I'll Always Love You,Taylor Dayne
Heart of Classic Rock a Collection of Best of Classic Rock,Here and Now,Luther Vandross
Heart of Classic Rock a Collection of Best of Classic Rock,Love Power,Dionne Warwick and Jeffrey Osborne
Heart of Classic Rock a Collection of Best of Classic Rock,There'll Be Sad Songs (To Make You Cry),Billy Ocean
Heart of Classic Rock a Collection of Best of Classic Rock,Seasons Change,Expose
Heart of Classic Rock a Collection of Best of Classic Rock,Slow Hand,The Pointer Sisters
The Teen Years,Surrender,Elvis Presley
The Teen Years,North to Alaska,Johnny Horton
The Teen Years,Wolverton Mountain,Claude King
The Teen Years,Please Love Me Forever,Bobby Vinton
The Teen Years,Cotton Candy,Al Hirt & His Orchestra
The Teen Years,I Can't Stay Mad at You,Skeeter Davis
The Teen Years,Mexico,Bob Moore & His Orchestra
The Teen Years,"My Love, Forgive Me",Robert Goulet
The Teen Years,When the Snow Is on the Roses,Ed Ames
The Teen Years,The Men in My Little Girl's Life,Mike Douglas
The Teen Years,Try to Remember,The Brothers Four
The Teen Years,Happy Heart,Andy Williams
The Teen Years,Our Winter Love,Bill Pursell
Golden Age of Country,Wolverton Mountain,Claude King
Golden Age of Country,Big Bad John,Jimmy Dean
Golden Age of Country,Charlie's Shoes,Billy Walker
Golden Age of Country,Flowers on the Wall,The Statler Brothers
Golden Age of Country,Skip a Rope,Henson Cargill
Golden Age of Country,Does My Ring Hurt Your Finger,Charlie Pride
Golden Age of Country,Folsom Prison Blues,Johnny Cash
Golden Age of Country,Oh Lonesome Me,Don Gibson
Golden Age of Country,El Paso City,Marty Robbins
Golden Age of Country,Detroit City,Bobby Bare 
Golden Age of Country,Make the World Go Away,Eddy Arnold
Golden Age of Country,Don't Let Me Cross Over,Carl Butler
Golden Age of Country,Stand by Your Man,Tammy Wynette
Golden Age of Country,Wake Up Little Susie,The Everly Brothers
Golden Age of Country,Whole Lotta Shakin' Goin' On,Jerry Lee Lewis
Golden Age of Country,"Oh, Baby Mine (I Get So Lonely)",Johnny & Jack
Heart of Classic Rock a Collection of Best of Classic Rock,Africa,Toto
Heart of Classic Rock a Collection of Best of Classic Rock,The Way It Is,Bruce Hornsby and the Range
Heart of Classic Rock a Collection of Best of Classic Rock,The One That You Love,Air Supply
Heart of Classic Rock a Collection of Best of Classic Rock,Always on My Mind,Willie Nelson
Heart of Classic Rock a Collection of Best of Classic Rock,Any Day Now,Ronnie Milsap
Heart of Classic Rock a Collection of Best of Classic Rock,Longer,Dan Fogelberg
Heart of Classic Rock a Collection of Best of Classic Rock,I Knew You Were Waiting (For Me),Aretha Franklin and George Michael
Heart of Classic Rock a Collection of Best of Classic Rock,(I've Had) The Time of My Life,Bill Medley and Jennifer Warnes
Heart of Classic Rock a Collection of Best of Classic Rock,Saving All My Love for You,Whitney Houston
Heart of Classic Rock a Collection of Best of Classic Rock,Meet Me Halfway,Kenny Loggins
Heart of Classic Rock a Collection of Best of Classic Rock,Songbird,Kenny G
Heart of Classic Rock a Collection of Best of Classic Rock,"Baby, I Love Your Way/Freebird Medley (Free Baby)",Will to Power
Heart of Classic Rock a Collection of Best of Classic Rock,Don't Wanna Lose You,Gloria Estefan
Golden Age of Country,City Lights,Ray Price
Golden Age of Country,"Saginaw, Michigan",Lefty Frizzell
Golden Age of Country,"Please Help Me, I'm Falling",Hank Locklin
Golden Age of Country,"Green, Green Grass Of Home",Porter Wagoner
Golden Age of Country,Don't Touch Me,Jeannie Seely
Golden Age of Country,Honky Tonk Man,Johnny Horton
Golden Age of Country,Daddy Sang Bass,Johnny Cash
Golden Age of Country,Walk through This World with Me,George Jones
Golden Age of Country,Almost Persuaded,David Houston
Golden Age of Country,I've Been Everywhere,Hank Snow
Golden Age of Country,My Heart Skips A Beat,Buck Owens
Golden Age of Country,Hey Joe!,Carl Smith
