albumName,Title,Artist
Golden Age of Country,I Forgot More Than You'll Ever Know,The Davis Sisters
Golden Age of Country,Sixteen Tons,Tennessee Ernie Ford
Heart of Classic Rock a Collection of Best of Classic Rock,I'll Be over You,Toto
Heart of Classic Rock a Collection of Best of Classic Rock,That's What Love Is All About,Michael Bolton
Heart of Classic Rock a Collection of Best of Classic Rock,True Colors,Cyndi Lauper
Heart of Classic Rock a Collection of Best of Classic Rock,Cool Night,Paul Davis
Heart of Classic Rock a Collection of Best of Classic Rock,Lost in Love,Air Supply
Heart of Classic Rock a Collection of Best of Classic Rock,Islands in the Stream,Dolly Parton and Kenny Rogers
Heart of Classic Rock a Collection of Best of Classic Rock,Eternal Flame,The Bangles
Heart of Classic Rock a Collection of Best of Classic Rock,Nightshift,Commodores
Heart of Classic Rock a Collection of Best of Classic Rock,Let Me Love You Tonight,Pure Prairie League
Heart of Classic Rock a Collection of Best of Classic Rock,Joanna,Kool & The Gang
Heart of Classic Rock a Collection of Best of Classic Rock,Piano in the Dark,Brenda Russell
Heart of Classic Rock a Collection of Best of Classic Rock,Up Where We Belong - An Officer and a Gentleman,Joe Cocker and Jennifer Warnes
Heart of Classic Rock a Collection of Best of Classic Rock,Magic,Olivia Newton-John
Heart of Classic Rock a Collection of Best of Classic Rock,Hello,Lionel Richie
Golden Age of Country,The Wild Side Of Life,Hank Thompson
Golden Age of Country,You Win Again,Jerry Lee Lewis
Golden Age of Country,The Race Is On,George Jones
Golden Age of Country,Wichita Lineman,Glen Campbell
Golden Age of Country,It's Such a Pretty World Today,Wynn Stewart
Golden Age of Country,Slipping Around,Margaret Whiting & Jimmy Wakely
Golden Age of Country,I Walk The Line,Johnny Cash
Golden Age of Country,Young Love,Sonny James
Golden Age of Country,Okie from Muskogee,Merle Haggard
Golden Age of Country,Wings of a Dove,Ferlin Husky
Golden Age of Country,Hello Walls,Faron Young
Golden Age of Country,We Must Have Been Out of Our Minds,George Jones and Melba Montgomery
Golden Age of Country,I Don't Believe You've Met My Baby,The Louvin Brothers
Golden Age of Country,Indian Love Call,Slim Whitman
Golden Age of Country,Don't Let the Stars Get In Your Eyes,Skeets McDonald
Golden Age of Country,Mama Tried,Merle Haggard
Heart of Classic Rock a Collection of Best of Classic Rock,"Yes, I'm Ready",Teri DeSario with KC
Heart of Classic Rock a Collection of Best of Classic Rock,Could've Been,Tiffany
Heart of Classic Rock a Collection of Best of Classic Rock,Candle in the Wind (Live in Australia),Elton John
Heart of Classic Rock a Collection of Best of Classic Rock,On My Own,Patti LaBelle and Michael McDonald
Heart of Classic Rock a Collection of Best of Classic Rock,All This Love,DeBarge
Heart of Classic Rock a Collection of Best of Classic Rock,Back in the High Life Again,Steve Winwood
Heart of Classic Rock a Collection of Best of Classic Rock,I Can Dream about You,Dan Hartman
Heart of Classic Rock a Collection of Best of Classic Rock,Xanadu,Olivia Newton-John
Heart of Classic Rock a Collection of Best of Classic Rock,Who's Holding Donna Now?,DeBarge
Heart of Classic Rock a Collection of Best of Classic Rock,The Lady in Red,Chris de Burgh
Heart of Classic Rock a Collection of Best of Classic Rock,Cherish,Kool & The Gang
Heart of Classic Rock a Collection of Best of Classic Rock,All Time High,Rita Coolidge
Heart of Classic Rock a Collection of Best of Classic Rock,The Finer Things,Steve Winwood
Heart of Classic Rock a Collection of Best of Classic Rock,You Should Be Mine (The Woo Woo Song),Jeffrey Osborne
Golden Age of Country,I Dreamed Of A Hill-Billy Heaven,Tex Ritter
Golden Age of Country,Funny How Time Slips Away,Willie Nelson
Golden Age of Country,My Baby's Gone,The Louvin Brothers
Golden Age of Country,Shotgun Boogie,Tennessee Ernie Ford
Golden Age of Country,Squaws Along The Yukon,Hank Thompson
Golden Age of Country,Girl On The Billboard,Del Reeves
Golden Age of Country,She Thinks I Still Care,George Jones
Golden Age of Country,Galveston,Glen Campbell
Golden Age of Country,A Dear John Letter,Jean Shepard & Ferlin Husky
Golden Age of Country,Alone with You,Faron Young
Golden Age of Country,You Better Not Do That,Tommy Collins
Golden Age of Country,Gone,Ferlin Husky
Golden Age of Country,Old Rivers,Walter Brennan
Golden Age of Country,Right Or Wrong,Wanda Jackson
Golden Age of Country,You're the Only World I Know,Sonny James
Golden Age of Country,Thanks a Lot,Ernest Tubb
Heart of Classic Rock a Collection of Best of Classic Rock,I Miss You,Klymaxx
Heart of Classic Rock a Collection of Best of Classic Rock,Endless Love,Lionel Richie and Diana Ross
Heart of Classic Rock a Collection of Best of Classic Rock,Stuck on You,Lionel Richie
Heart of Classic Rock a Collection of Best of Classic Rock,Do That to Me One More Time,Captain and Tennille
Heart of Classic Rock a Collection of Best of Classic Rock,You Got It All,The Jets
Heart of Classic Rock a Collection of Best of Classic Rock,Being with You,Smokey Robinson
Heart of Classic Rock a Collection of Best of Classic Rock,Secret Lovers,Atlantic Starr
Golden Age of Country,I Ain't Never,Webb Pierce
Golden Age of Country,Lonesome 7-7203,Hawkshaw Hawkins
Golden Age of Country,I'm a Honky-Tonk Girl,Loretta Lynn
Golden Age of Country,From a Jack to a King,Ned Miller
Golden Age of Country,Laura (What's He Got That I Ain't Got?),Leon Ashley
Golden Age of Country,Hello Vietnam,Johnny Wright
Golden Age of Country,You're the Reason,Bobby Edwards
Golden Age of Country,Statue of a Fool,Jack Greene
Golden Age of Country,The Bridge Washed Out,Warner Mack
Golden Age of Country,For Loving You,Bill Anderson & Jan Howard
Golden Age of Country,Why Baby Why,Red Sovine & Webb Pierce
Golden Age of Country,Chattanoogie Shoe Shine Boy,Red Foley
Golden Age of Country,A Little Bitty Tear,Burl Ives
Golden Age of Country,Six Days on the Road,Sawyer Brown 
Bill Gaither's Homecoming Hymns from Time Life,Turn Your Radio On,"Bill Gaither, Rex Nelon, Ben Speer, Sue Dodge, Joy Gardner, Ann Downing, Candy Hemphill"
Golden Age of Country,Alabama,Cowboy Copas
Golden Age of Country,Fraulein,Bobby Helms
Golden Age of Country,Gonna Find Me a Bluebird,Marvin Rainwater
Golden Age of Country,Wishful Thinking,Wynn Stewart
Golden Age of Country,It Keeps Right On A-Hurtin',Johnny Tillotson
Golden Age of Country,Talk Back Trembling Lips,Ernest Ashworth
Golden Age of Country,Let's Think about Living,Bob Luman
Golden Age of Country,"Yes, Mrs. Peters",Roy Drusky & Priscilla Peters
Golden Age of Country,A Fallen Star,Jimmy C. Newman
Golden Age of Country,I Found My Girl in the USA,Jimmie Skinner
Golden Age of Country,That's My Pa,Sheb Wooley
Golden Age of Country,There's a Big Wheel,Wilma Lee & Stoney Cooper
Golden Age of Country,Giddyup Go,Red Sovine & Webb Pierce
Golden Age of Country,No Help Wanted,The Carlisles
Bill Gaither's Homecoming Hymns from Time Life,I Hold a Clear Title to a Mansion,The Happy Goodmans
Bill Gaither's Homecoming Hymns from Time Life,He Touched Me,"Mark Lowry, Gaither Vocal Band"
Bill Gaither's Homecoming Hymns from Time Life,He Keeps Me Singing,Jake Hess
Bill Gaither's Homecoming Hymns from Time Life,Leave It There,Eva Mae LeFevre
Bill Gaither's Homecoming Hymns from Time Life,Life's Railway to Heaven,"Buddy Mullins, Joy Gardner, Stephen Hill"
Bill Gaither's Homecoming Hymns from Time Life,I Will Sing of My Redeemer,"Guy Penrod, Larry Ford"
Bill Gaither's Homecoming Hymns from Time Life,God Will Take Care of You,The Oak Ridge Boys
Bill Gaither's Homecoming Hymns from Time Life,Will the Circle Be Unbroken,Stephen Hill
Bill Gaither's Homecoming Hymns from Time Life,One Day at a Time,Lynda Randle
Bill Gaither's Homecoming Hymns from Time Life,There Is a Fountain Filled with Blood,David Phelps
Bill Gaither's Homecoming Hymns from Time Life,The Eastern Gate,Sheri Easter
Bill Gaither's Homecoming Hymns from Time Life,Through It All,"CeCe Winans, Andrae Crouch"
Bill Gaither's Homecoming Hymns from Time Life,Hallelujah! We Shall Rise,"Ann Downing, Squire Parsons, Amy Lambert, Mike Allen"
Bill Gaither's Homecoming Hymns from Time Life,Because He Lives,"Gaither Vocal Band featuring Mark Lowry, Guy Penrod"
Bill Gaither's Homecoming Hymns from Time Life,Turn Your Radio On,"Bill Gaither, Rex Nelon, Ben Speer, Sue Dodge, Joy Gardner, Ann Downing, Candy Hemphill"
Golden Age of Country,Put It Off until Tomorrow,Bill Phillips
Golden Age of Country,A Girl I Used To Know,George Jones
Golden Age of Country,Sing Me Back Home,Merle Haggard
Golden Age of Country,Looking At The World Through A Windshield,Del Reeves
Golden Age of Country,It's the Little Things,Sonny James
Golden Age of Country,Gentle on My Mind,Glen Campbell
Golden Age of Country,The New Green Light,Hank Thompson
Golden Age of Country,I Love You Because,Leon Payne
Golden Age of Country,It Tickles,Tommy Collins
Golden Age of Country,"So Round, So Firm, So Fully Packed",Merle Travis
Golden Age of Country,Mule Train,Tennessee Ernie Ford
Golden Age of Country,Country Girl,Faron Young
Golden Age of Country,You're Running Wild,The Louvin Brothers
Golden Age of Country,Second Fiddle (To An Old Guitar),Jean Shepard
Golden Age of Country,Secret Love,Slim Whitman
Golden Age of Country,Ode to Billie Joe,Bobbie Gentry
Bill Gaither's Homecoming Hymns from Time Life,I Hold a Clear Title to a Mansion,The Happy Goodmans
Bill Gaither's Homecoming Hymns from Time Life,He Touched Me,"Mark Lowry, Gaither Vocal Band"
Bill Gaither's Homecoming Hymns from Time Life,He Keeps Me Singing,Jake Hess
Bill Gaither's Homecoming Hymns from Time Life,Leave It There,Eva Mae LeFevre
Bill Gaither's Homecoming Hymns from Time Life,Life's Railway to Heaven,"Buddy Mullins, Joy Gardner, Stephen Hill"
Bill Gaither's Homecoming Hymns from Time Life,I Will Sing of My Redeemer,"Guy Penrod, Larry Ford"
Bill Gaither's Homecoming Hymns from Time Life,God Will Take Care of You,The Oak Ridge Boys
Bill Gaither's Homecoming Hymns from Time Life,Will the Circle Be Unbroken,Stephen Hill
Bill Gaither's Homecoming Hymns from Time Life,One Day at a Time,Lynda Randle
Bill Gaither's Homecoming Hymns from Time Life,There Is a Fountain Filled with Blood,David Phelps
Bill Gaither's Homecoming Hymns from Time Life,The Eastern Gate,Sheri Easter
Bill Gaither's Homecoming Hymns from Time Life,Through It All,"CeCe Winans, Andrae Crouch"
Bill Gaither's Homecoming Hymns from Time Life,Hallelujah! We Shall Rise,"Ann Downing, Squire Parsons, Amy Lambert, Mike Allen"
Bill Gaither's Homecoming Hymns from Time Life,Because He Lives,"Gaither Vocal Band featuring Mark Lowry, Guy Penrod"
Golden Age of Country,Your Heart Turned Left (And I Was On The Right),George Jones
Golden Age of Country,The Bottle Let Me Down,Merle Haggard
Golden Age of Country,In the Middle of a Heartache,Wanda Jackson
Golden Age of Country,Behind A Tear,Sonny James
Golden Age of Country,Rub-A-Dub-Dub,Hank Thompson
Golden Age of Country,Smoke! Smoke! Smoke! (That Cigarette),Tex Williams
Golden Age of Country,When I Stop Dreaming,The Louvin Brothers
Golden Age of Country,The Ballad Of Davey Crockett,Tennessee Ernie Ford
Golden Age of Country,Rose-Marie,Slim Whitman
Golden Age of Country,Country Music Is Here To Stay,Simon Crum
Golden Age of Country,Touch Me,Willie Nelson
Golden Age of Country,By the Time I Get to Phoenix,Glen Campbell
Golden Age of Country,Honey,Bobby Goldsboro
Golden Age of Country,"Live Fast, Love Hard, Die Young",Faron Young
Golden Age of Country,Release Me,Jimmy Heap
Golden Age of Country,The Ways to Love a Man,Tammy Wynette
Golden Age of Country,Don't Be Angry,Stonewall Jackson
Bill Gaither's Homecoming Hymns from Time Life,I'll Fly Away,"Karen Peck, Guy Penrod, Ann Downing"
Bill Gaither's Homecoming Hymns from Time Life,What a Friend We Have in Jesus,Larry Ford
Bill Gaither's Homecoming Hymns from Time Life,Bless that Wonderful Name,"Reggie Smith, Jessy Dixon"
Bill Gaither's Homecoming Hymns from Time Life,The Love of God,"Joy Gardner, Guy Penrod, David Phelps"
Bill Gaither's Homecoming Hymns from Time Life,Born Again,"Janet Paschal, Joy Gardner, Jessy Dixon"
Bill Gaither's Homecoming Hymns from Time Life,It Is Well With My Soul,The Isaacs
Bill Gaither's Homecoming Hymns from Time Life,This Is Just What Heaven Means to Me,Goodman Revival
Bill Gaither's Homecoming Hymns from Time Life,Give the World a Smile,The Cathedrals
Bill Gaither's Homecoming Hymns from Time Life,O Love That Will Not Let Me Go,Gaither Vocal Band
Bill Gaither's Homecoming Hymns from Time Life,Happy Am I,Homecoming Friends
Bill Gaither's Homecoming Hymns from Time Life,When I Survive the Wondrous Cross,"Reggie Smith, Charlotte Ritchie, Joy Gardner, Guy Penrod, David Phelps"
Bill Gaither's Homecoming Hymns from Time Life,Palms of Victory,"Larry Ford, Ben Speer, Joy Gardner, Wesley Pritchard"
Bill Gaither's Homecoming Hymns from Time Life,In The Sweet By and By,Jeff & Sheri Easter
Bill Gaither's Homecoming Hymns from Time Life,Grace Greater Than Our Sin,Homecoming Friends
Golden Age of Country,I Love You a Thousand Ways,Lefty Frizzell
Golden Age of Country,I Don't Hurt Anymore,Hank Snow
Golden Age of Country,There's Been a Change in Me,Eddy Arnold
Golden Age of Country,Just Someone I Used to Know,Porter Wagoner & Dolly Parton
Golden Age of Country,"I Want You, I Need You, I Love You",Elvis Presley
Golden Age of Country,Poison Love,Johnny & Jack
Golden Age of Country,Ring of Fire,Johnny Cash
Golden Age of Country,A White Sport Coat (And A Pink Carnation),Marty Robbins
Golden Age of Country,Sea of Heartbreak,Don Gibson
Golden Age of Country,Mexican Joe,Jim Reeves
Golden Age of Country,The First Thing Ev'ry Morning (And the Last Thing Ev'ry Night),Jimmy Dean
Golden Age of Country,Then and Only Then,Connie Smith
Golden Age of Country,(I'm So) Afraid of Losing You Again,Charley Pride
Golden Age of Country,Cross the Brazos at Waco,Billy Walker
Bill Gaither's Homecoming Hymns from Time Life,Softly and Tenderly,Cynthia Clawson
Bill Gaither's Homecoming Hymns from Time Life,I'll Fly Away,"Karen Peck, Guy Penrod, Ann Downing"
Bill Gaither's Homecoming Hymns from Time Life,What a Friend We Have in Jesus,Larry Ford
Bill Gaither's Homecoming Hymns from Time Life,Bless that Wonderful Name,"Reggie Smith, Jessy Dixon"
Bill Gaither's Homecoming Hymns from Time Life,The Love of God,"Joy Gardner, Guy Penrod, David Phelps"
Bill Gaither's Homecoming Hymns from Time Life,Born Again,"Janet Paschal, Joy Gardner, Jessy Dixon"
Bill Gaither's Homecoming Hymns from Time Life,It Is Well With My Soul,The Isaacs
Bill Gaither's Homecoming Hymns from Time Life,This Is Just What Heaven Means to Me,Goodman Revival
Bill Gaither's Homecoming Hymns from Time Life,Give the World a Smile,The Cathedrals
Bill Gaither's Homecoming Hymns from Time Life,O Love That Will Not Let Me Go,Gaither Vocal Band
Bill Gaither's Homecoming Hymns from Time Life,Happy Am I,Homecoming Friends
Bill Gaither's Homecoming Hymns from Time Life,When I Survive the Wondrous Cross,"Reggie Smith, Charlotte Ritchie, Joy Gardner, Guy Penrod, David Phelps"
Bill Gaither's Homecoming Hymns from Time Life,Palms of Victory,"Larry Ford, Ben Speer, Joy Gardner, Wesley Pritchard"
Bill Gaither's Homecoming Hymns from Time Life,In The Sweet By and By,Jeff & Sheri Easter
Golden Age of Country,Devil Woman,Marty Robbins
Golden Age of Country,Misery Loves Company,Porter Wagoner
Golden Age of Country,What's He Doing in My World,Eddy Arnold
Golden Age of Country,Singing My Song,Tammy Wynette
Golden Age of Country,Four Strong Winds,Bobby Bare 
Golden Age of Country,Gotta Travel On,Billy Grammer
Golden Age of Country,Mom and Dad's Waltz,Lefty Frizzell
Golden Age of Country,Let Old Mother Nature Have Her Way,Carl Smith
Golden Age of Country,The Same Ole Me,Ray Price
Golden Age of Country,"It Ain't Me, Babe",Johnny Cash & June Carter
Golden Age of Country,Would You Hold It Against Me,Dottie West
Golden Age of Country,I Forgot to Remember to Forget,Elvis Presley
Golden Age of Country,Yakety Axe,Chet Atkins
Golden Age of Country,I Guess I'm Crazy,Jim Reeves
